"LIBNAME","Period_ID","POPU_LSA","b1_visits_per_cap","b2_physmatcir_per_cap","b3_elmatcir_per_cap","b4_physmat_turnover_NOT_per_cap","b5_elmat_turnover_NOT_per_cap","b6_internet_term_per_cap","b7_wifi_per_cap","b8_attend_per_cap","b9_loc_op_exp_per_cap","b10_pct_budget_coll_NOT_per_cap","b11_FTE_per_cap","b12_n_program_per_cap","b1_act_n","b2_act_n","b3_act_n","b4_act_n","b5_act_n","b6_act_n","b7_act_n","b8_act_n","b9_act_n","b10_act_n","b11_act_n","b12_act_n","b1_act_viz","b2_act_viz","b3_act_viz","b4_act_viz","b5_act_viz","b6_act_viz","b7_act_viz","b8_act_viz","b9_act_viz","b10_act_viz","b11_act_viz","b12_act_viz","b1_visits_pc_viz","b2_physmatcir_pc_viz","b3_elmatcir_pc_viz","b4_physmat_turnover_NOT_pc_viz","b5_elmat_turnover_NOT_pc_viz","b6_internet_term_pc_viz","b7_wifi_pc_viz","b8_attend_pc_viz","b9_loc_op_exp_pc_viz","b10_pct_budget_coll_NOT_pc_viz","b11_FTE_pc_viz","b12_n_program_pc_viz","b1_pctl","b2_pctl","b3_pctl","b4_pctl","b5_pctl","b6_pctl","b7_pctl","b8_pctl","b9_pctl","b10_pctl","b11_pctl","b12_pctl"
"American Fork City Library",2016," 28,326",8.37110781614065,9.35218527148203,0.904257572548189,3.15035260259963,474.333333333333,0.362776247970063,0.314622608204476,0.376897549954106,31.1207371319636,10.3151122143979,0.000419402668926075,0.0126032620207583,237120,264910,25614,3.15,474.33,10276,8912,10676,881526,10.32,11.88,357,"237,120","264,910","25,614","3.15","474.33","10,276","8,912","10,676","$881,526","10.32%","11.88","357","8.37","9.35","0.9","3.15","474.33","0.36","0.31","0.38","$31.12","10.32%","0.000419","0.0126",0.818181818181818,0.482142857142857,0.803571428571429,0.625,0.732142857142857,0.0925925925925926,0.552631578947368,0.285714285714286,0.642857142857143,0.285714285714286,0.392857142857143,0.285714285714286
"American Fork City Library",2017," 28,770",5.67320125130344,9.44758428919013,1.41067083767814,3.34079400196657,724.732142857143,0.401251303441084,0.24400417101147,0.364059784497741,31.8663885992353,10.7004808333118,0.000417101147028154,0.013416753562739,163218,271807,40585,3.34,724.73,11544,7020,10474,916796,10.7,12,386,"163,218","271,807","40,585","3.34","724.73","11,544","7,020","10,474","$916,796","10.7%","12","386","5.67","9.45","1.41","3.34","724.73","0.4","0.24","0.36","$31.87","10.7%","0.000417","0.0134",0.553571428571429,0.620689655172414,0.827586206896552,0.689655172413793,0.810344827586207,0.160714285714286,0.4,0.224137931034483,0.689655172413793,0.344827586206897,0.396551724137931,0.275862068965517
"American Fork City Library",2018," 29,527",5.82764927015952,9.55681240898161,1.8406204490805,3.20853231454951,970.5,0.422664002438446,0.246926541809192,0.554001422426931,31.7646222101805,12.500037476727,0.000413181156229891,0.0164256443255326,172073,282184,54348,3.21,970.5,12480,7291,16358,937914,12.5,12.2,485,"172,073","282,184","54,348","3.21","970.5","12,480","7,291","16,358","$937,914","12.5%","12.2","485","5.83","9.56","1.84","3.21","970.5","0.42","0.25","0.55","$31.76","12.5%","0.000413","0.0164",0.618181818181818,0.672413793103448,0.896551724137931,0.689655172413793,0.810344827586207,0.228070175438596,0.315789473684211,0.43859649122807,0.637931034482759,0.508771929824561,0.344827586206897,0.403508771929825
"American Fork City Library",2019," 32,519",6.00550447430733,9.50422829730311,2.45155140071958,3.85107469939568,1398.63157894737,0.392170730957286,1.04197546050002,0.816076755127771,28.0956671484363,11.7893235786472,0.000375165287985485,0.0246010024908515,195293,309068,79722,3.85,1398.63,12753,33884,26538,913643,11.79,12.2,800,"195,293","309,068","79,722","3.85","1,398.63","12,753","33,884","26,538","$913,643","11.79%","12.2","800","6.01","9.5","2.45","3.85","1,398.63","0.39","1.04","0.82","$28.1","11.79%","0.000375","0.0246",0.69811320754717,0.649122807017544,0.844827586206897,0.771929824561403,0.844827586206897,0.228070175438596,0.642857142857143,0.655172413793103,0.473684210526316,0.491228070175439,0.310344827586207,0.53448275862069
"American Fork City Library",2020," 33,161",4.47646331534031,8.05216971743916,3.09544344259823,3.16585845891182,1866.32727272727,0.233587648140888,0.73550254817406,0.5320104942553,28.4701305750731,11.8276617730011,0.000367902053617201,0.00971020174301137,148444,267018,102648,3.17,1866.33,7746,24390,17642,944098,11.83,12.2,322,"148,444","267,018","102,648","3.17","1,866.33","7,746","24,390","17,642","$944,098","11.83%","12.2","322","4.48","8.05","3.1","3.17","1,866.33","0.23","0.74","0.53","$28.47","11.83%","0.000368","0.0097",0.821428571428571,0.741379310344828,0.879310344827586,0.827586206896552,0.896551724137931,0.293103448275862,0.666666666666667,0.637931034482759,0.517241379310345,0.568965517241379,0.293103448275862,0.310344827586207
"American Fork City Library",2021," 33,337",3.5489996100429,9.90311065782764,3.51357350691424,3.9202973412656,2091.64285714286,0.154782973872874,1.7685454599994,0.170021297657258,24.1062483126856,13.3382493024403,0.000365959744428113,0.00659927407985122,118313,330140,117132,3.92,2091.64,5160,58958,5668,803630,13.34,12.2,220,"118,313","330,140","117,132","3.92","2,091.64","5,160","58,958","5,668","$803,630","13.34%","12.2","220","3.55","9.9","3.51","3.92","2,091.64","0.15","1.77","0.17","$24.11","13.34%","0.000366","0.0066",0.684210526315789,0.793103448275862,0.827586206896552,0.862068965517241,0.862068965517241,0.396551724137931,0.772727272727273,0.482758620689655,0.344827586206897,0.551724137931034,0.327586206896552,0.482758620689655
"American Fork City Library",2022," 34,422",6.17055952588461,10.2942304340248,3.79954680146418,4.069317163922,2335.5,0.208355121724479,0.986142583231654,0.29550868630527,29.4436697460926,13.2264977909724,0.000354424495961885,0.0161815118238336,212403,354348,130788,4.07,2335.5,7172,33945,10172,1013510,13.23,12.2,557,"212,403","354,348","130,788","4.07","2,335.5","7,172","33,945","10,172","$1,013,510","13.23%","12.2","557","6.17","10.29","3.8","4.07","2,335.5","0.21","0.99","0.3","$29.44","13.23%","0.000354","0.0162",0.842105263157895,0.758620689655172,0.844827586206897,0.827586206896552,0.862068965517241,0.413793103448276,0.565217391304348,0.275862068965517,0.431034482758621,0.517241379310345,0.293103448275862,0.517241379310345
"American Fork City Library",2023," 37,268",6.16083503273586,9.76325533970162,4.16700654717184,3.89543498276342,2677.51724137931,0.187936030911238,0.822689706987228,0.750939143501127,30.0784587313513,10.3008309563813,0.000337555006976495,0.0177095631641086,229602,363857,155296,3.9,2677.52,7004,30660,27986,1120964,10.3,12.58,660,"229,602","363,857","155,296","3.9","2,677.52","7,004","30,660","27,986","$1,120,964","10.3%","12.58","660","6.16","9.76","4.17","3.9","2,677.52","0.19","0.82","0.75","$30.08","10.3%","0.000338","0.0177",0.827586206896552,0.706896551724138,0.827586206896552,0.827586206896552,0.827586206896552,0.379310344827586,0.5,0.714285714285714,0.431034482758621,0.431034482758621,0.241379310344828,0.482758620689655
"American Fork City Library",2024," 38,549",6.426859321902,9.7721601079146,4.78987781784223,4.2794483510741,Inf,0.193338348595294,1.00378738748087,0.955952164777296,30.752444940206,9.82147331590992,0.00036317414200109,0.0185478222521985,247749,376707,184645,4.28,Inf,7453,38695,36851,1185476,9.82,14,715,"247,749","376,707","184,645","4.28","Inf","7,453","38,695","36,851","$1,185,476","9.82%","14","715","6.43","9.77","4.79","4.28","Inf","0.19","1","0.96","$30.75","9.82%","0.000363","0.0185",0.827586206896552,0.741379310344828,0.793103448275862,0.862068965517241,0.0714285714285714,0.333333333333333,0.571428571428571,0.741379310344828,0.344827586206897,0.448275862068966,0.275862068965517,0.379310344827586
"American Fork City Library",2025," 41,298",6.60438762167659,9.70732238849339,5.00452806431304,4.42877817057004,Inf,0.212964308198944,0.830790837328684,1.09966584338225,29.248777180493,11.2717640522416,0.000387427962613202,0.0228582497941789,272748,400893,206677,4.43,Inf,8795,34310,45414,1207916,11.27,16,944,"272,748","400,893","206,677","4.43","Inf","8,795","34,310","45,414","$1,207,916","11.27%","16","944","6.6","9.71","5","4.43","Inf","0.21","0.83","1.1","$29.25","11.27%","0.000387","0.0229",0.844827586206897,0.796610169491525,0.796610169491525,0.847457627118644,0,0.389830508474576,0.54,0.76271186440678,0.322033898305085,0.593220338983051,0.288135593220339,0.440677966101695
"Beaver Public Library",2016,"  3,007",4.57000332557366,15.4506152311274,0.751579647489192,2.38231976207568,42.6415094339623,0.566012637179914,0.503159294978384,0.754905221150649,46.8456933821084,10.1266763503699,0.000771533089457931,0.0522115064848686,13742,46460,2260,2.38,42.64,1702,1513,2270,140865,10.13,2.32,157,"13,742","46,460","2,260","2.38","42.64","1,702","1,513","2,270","$140,865","10.13%","2.32","157","4.57","15.45","0.75","2.38","42.64","0.57","0.5","0.75","$46.85","10.13%","0.000772","0.0522",0.272727272727273,0.857142857142857,0.625,0.482142857142857,0.232142857142857,0.259259259259259,0.657894736842105,0.660714285714286,0.857142857142857,0.214285714285714,0.821428571428571,0.839285714285714
"Beaver Public Library",2017,"  3,723",3.18640881009938,6.07037335482138,0.724147193123825,1.17390400997299,49.0181818181818,0.356701584743486,0.408541498791297,0.409347300564061,34.9151222132689,9.87550173481189,0.000623153370937416,0.0257856567284448,11863,22600,2696,1.17,49.02,1328,1521,1524,129989,9.88,2.32,96,"11,863","22,600","2,696","1.17","49.02","1,328","1,521","1,524","$129,989","9.88%","2.32","96","3.19","6.07","0.72","1.17","49.02","0.36","0.41","0.41","$34.92","9.88%","0.000623","0.0258",0.0535714285714286,0.224137931034483,0.258620689655172,0.241379310344828,0.206896551724138,0.142857142857143,0.55,0.327586206896552,0.758620689655172,0.275862068965517,0.689655172413793,0.655172413793103
"Beaver Public Library",2018,"  3,654",3.61877394636015,5.71455938697318,0.84263820470717,1.1456710194228,55.9818181818182,0.412424740010947,0.398467432950192,0.801587301587302,42.5303776683087,11.5599420454968,0.000634920634920635,0.0292829775588396,13223,20881,3079,1.15,55.98,1507,1456,2929,155406,11.56,2.32,107,"13,223","20,881","3,079","1.15","55.98","1,507","1,456","2,929","$155,406","11.56%","2.32","107","3.62","5.71","0.84","1.15","55.98","0.41","0.4","0.8","$42.53","11.56%","0.000635","0.0293",0.127272727272727,0.206896551724138,0.224137931034483,0.258620689655172,0.206896551724138,0.192982456140351,0.473684210526316,0.666666666666667,0.862068965517241,0.456140350877193,0.706896551724138,0.631578947368421
"Beaver Public Library",2019,"  3,791",3.61725138485888,7.23397520443155,1.23503033500396,1.49547387937616,83.6071428571429,0.402004748087576,0.452651015563176,0.728567660247956,39.4610920601424,11.6804565261987,0.000672645739910314,0.0287523080981271,13713,27424,4682,1.5,83.61,1524,1716,2762,149597,11.68,2.55,109,"13,713","27,424","4,682","1.5","83.61","1,524","1,716","2,762","$149,597","11.68%","2.55","109","3.62","7.23","1.24","1.5","83.61","0.4","0.45","0.73","$39.46","11.68%","0.000673","0.0288",0.132075471698113,0.350877192982456,0.275862068965517,0.333333333333333,0.206896551724138,0.245614035087719,0.452380952380952,0.620689655172414,0.789473684210526,0.473684210526316,0.775862068965517,0.637931034482759
"Beaver Public Library",2020,"  3,886",2.45882655687082,8.16469377251673,1.22310859495625,1.75205698823789,88.0185185185185,0.23520329387545,0.460370560988163,0.575398867730314,42.4920226453937,11.8697552651878,0.000656201749871333,0.0265054040144107,9555,31728,4753,1.75,88.02,914,1789,2236,165124,11.87,2.55,103,"9,555","31,728","4,753","1.75","88.02","914","1,789","2,236","$165,124","11.87%","2.55","103","2.46","8.16","1.22","1.75","88.02","0.24","0.46","0.58","$42.49","11.87%","0.000656","0.0265",0.196428571428571,0.775862068965517,0.224137931034483,0.586206896551724,0.189655172413793,0.310344827586207,0.533333333333333,0.689655172413793,0.862068965517241,0.586206896551724,0.775862068965517,0.655172413793103
"Beaver Public Library",2021,"  4,338",1.82180728446289,7.72844628861226,1.05578607653296,1.83272289946974,83.2727272727273,0.200553250345781,NA,0.35154449054864,34.0698478561549,9.59410505008115,0.000818349469801752,0.0281235592438912,7903,33526,4580,1.83,83.27,870,NA,1525,147795,9.59,3.55,122,"7,903","33,526","4,580","1.83","83.27","870","NA","1,525","$147,795","9.59%","3.55","122","1.82","7.73","1.06","1.83","83.27","0.2","NA","0.35","$34.07","9.59%","0.000818","0.0281",0.175438596491228,0.637931034482759,0.0689655172413793,0.53448275862069,0.103448275862069,0.53448275862069,NA,0.775862068965517,0.603448275862069,0.327586206896552,0.810344827586207,0.896551724137931
"Beaver Public Library",2022,"  4,351",1.94897724660997,7.97264996552517,1.36520340151689,1.81960763743181,108,0.21466329579407,0.207308664674787,0.355550448172834,39.0638933578488,20.0271492727107,0.000586072167317858,0.0278096989197886,8480,34689,5940,1.82,108,934,902,1547,169967,20.03,2.55,121,"8,480","34,689","5,940","1.82","108","934","902","1,547","$169,967","20.03%","2.55","121","1.95","7.97","1.37","1.82","108","0.21","0.21","0.36","$39.06","20.03%","0.000586","0.0278",0.12280701754386,0.637931034482759,0.120689655172414,0.448275862068966,0.155172413793103,0.431034482758621,0.239130434782609,0.448275862068966,0.775862068965517,0.844827586206897,0.637931034482759,0.706896551724138
"Beaver Public Library",2023,"  4,487",1.84310229552039,8.56763984845108,1.34900824604413,1.88520007846214,110.054545454545,0.16380655226209,0.238243815466904,0.470693113438823,37.2103855582795,10.4446881364277,0.000490305326498774,0.0320927122799198,8270,38443,6053,1.89,110.05,735,1069,2112,166963,10.44,2.2,144,"8,270","38,443","6,053","1.89","110.05","735","1,069","2,112","$166,963","10.44%","2.2","144","1.84","8.57","1.35","1.89","110.05","0.16","0.24","0.47","$37.21","10.44%","0.00049","0.0321",0.0689655172413793,0.620689655172414,0.0517241379310345,0.5,0.103448275862069,0.327586206896552,0.229166666666667,0.428571428571429,0.655172413793103,0.448275862068966,0.5,0.689655172413793
"Beaver Public Library",2024,"  4,459",1.87418703745234,9.42184346265979,2.20497869477461,1.88403067402126,Inf,0.172235927337968,0.262839201614712,0.515810719892352,41.4866562009419,11.4811351747492,0.000493384166853555,0.0338640950885849,8357,42012,9832,1.88,Inf,768,1172,2300,184989,11.48,2.2,151,"8,357","42,012","9,832","1.88","Inf","768","1,172","2,300","$184,989","11.48%","2.2","151","1.87","9.42","2.2","1.88","Inf","0.17","0.26","0.52","$41.49","11.48%","0.000493","0.0339",0.0862068965517241,0.689655172413793,0.137931034482759,0.5,0.0714285714285714,0.280701754385965,0.224489795918367,0.396551724137931,0.706896551724138,0.637931034482759,0.53448275862069,0.672413793103448
"Beaver Public Library",2025,"  4,588",1.86726242371404,9.20139494333043,2.24128160418483,1.82808643311826,Inf,0.154533565823888,0.319965126416739,0.556669572798605,39.1105056669573,11.1086132699595,0.000479511769834351,0.0342197035745423,8567,42216,10283,1.83,Inf,709,1468,2554,179439,11.11,2.2,157,"8,567","42,216","10,283","1.83","Inf","709","1,468","2,554","$179,439","11.11%","2.2","157","1.87","9.2","2.24","1.83","Inf","0.15","0.32","0.56","$39.11","11.11%","0.00048","0.0342",0.0862068965517241,0.711864406779661,0.11864406779661,0.474576271186441,0,0.23728813559322,0.24,0.457627118644068,0.576271186440678,0.576271186440678,0.474576271186441,0.661016949152542
"Brigham City Library",2016," 18,752",10.0126919795222,13.9613374573379,2.75997226962457,4.37402679854312,808.671875,0.943472696245734,NA,0.426941126279863,30.1685153583618,22.5297617026478,0.000415955631399317,0.0209044368600683,187758,261803,51755,4.37,808.67,17692,NA,8006,565720,22.53,7.8,392,"187,758","261,803","51,755","4.37","808.67","17,692","NA","8,006","$565,720","22.53%","7.8","392","10.01","13.96","2.76","4.37","808.67","0.94","NA","0.43","$30.17","22.53%","0.000416","0.0209",0.890909090909091,0.767857142857143,1,0.803571428571429,0.857142857142857,0.537037037037037,NA,0.375,0.589285714285714,0.892857142857143,0.375,0.589285714285714
"Brigham City Library",2017," 18,975",10.2269828722003,12.9626350461133,1.39088274044796,3.36092588543944,393.910447761194,0.90729907773386,5.90571805006588,0.409222661396574,30.5384453227931,22.0072807735242,0.000411067193675889,0.0222397891963109,194057,245966,26392,3.36,393.91,17216,112061,7765,579467,22.01,7.8,422,"194,057","245,966","26,392","3.36","393.91","17,216","112,061","7,765","$579,467","22.01%","7.8","422","10.23","12.96","1.39","3.36","393.91","0.91","5.91","0.41","$30.54","22.01%","0.000411","0.0222",0.892857142857143,0.793103448275862,0.793103448275862,0.706896551724138,0.672413793103448,0.625,0.95,0.310344827586207,0.568965517241379,0.896551724137931,0.379310344827586,0.46551724137931
"Brigham City Library",2018," 19,182",10.1206339276405,12.9296215201752,1.6791783964133,3.89136267357025,480.746268656716,0.820248149306642,6.26212073819206,0.436033781670316,31.6552497132729,18.4667502976968,0.000417057658221249,0.0375873214471901,194134,248016,32210,3.89,480.75,15734,120120,8364,607211,18.47,8,721,"194,134","248,016","32,210","3.89","480.75","15,734","120,120","8,364","$607,211","18.47%","8","721","10.12","12.93","1.68","3.89","480.75","0.82","6.26","0.44","$31.66","18.47%","0.000417","0.0376",0.927272727272727,0.827586206896552,0.810344827586207,0.827586206896552,0.637931034482759,0.56140350877193,0.973684210526316,0.263157894736842,0.620689655172414,0.87719298245614,0.379310344827586,0.754385964912281
"Brigham City Library",2019," 19,404",9.07884972170686,12.3118429189858,2.0702947845805,3.96796053615028,590.764705882353,0.70892599464028,3.72861265718409,0.466759431045145,34.6357967429396,17.4197206419725,0.000412286126571841,0.0270047412904556,176166,238899,40172,3.97,590.76,13756,72350,9057,672073,17.42,8,524,"176,166","238,899","40,172","3.97","590.76","13,756","72,350","9,057","$672,073","17.42%","8","524","9.08","12.31","2.07","3.97","590.76","0.71","3.73","0.47","$34.64","17.42%","0.000412","0.027",0.924528301886792,0.824561403508772,0.706896551724138,0.807017543859649,0.603448275862069,0.578947368421053,0.880952380952381,0.362068965517241,0.701754385964912,0.824561403508772,0.362068965517241,0.586206896551724
"Brigham City Library",2020," 19,601",3.02607009846436,5.79786745574205,2.56461405030356,1.90428633667348,761.651515151515,0.447936329779093,0.517932758532728,0.341870312739146,30.8492423855926,15.9787028450249,0.000428549563797765,0.0367838375593082,59314,113644,50269,1.9,761.65,8780,10152,6701,604676,15.98,8.4,721,"59,314","113,644","50,269","1.9","761.65","8,780","10,152","6,701","$604,676","15.98%","8.4","721","3.03","5.8","2.56","1.9","761.65","0.45","0.52","0.34","$30.85","15.98%","0.000429","0.0368",0.392857142857143,0.46551724137931,0.724137931034483,0.603448275862069,0.655172413793103,0.586206896551724,0.6,0.448275862068966,0.586206896551724,0.741379310344828,0.379310344827586,0.775862068965517
"Brigham City Library",2021," 19,650",1.99470737913486,6.37007633587786,2.83155216284987,2.065101545873,869.375,0.282290076335878,1.36198473282443,0.102391857506361,35.0898218829517,14.6487832561134,0.000473282442748092,0.0120101781170483,39196,125172,55640,2.07,869.38,5547,26763,2012,689515,14.65,9.3,236,"39,196","125,172","55,640","2.07","869.38","5,547","26,763","2,012","$689,515","14.65%","9.3","236","1.99","6.37","2.83","2.07","869.38","0.28","1.36","0.1","$35.09","14.65%","0.000473","0.012",0.228070175438596,0.517241379310345,0.672413793103448,0.637931034482759,0.620689655172414,0.655172413793103,0.704545454545455,0.327586206896552,0.672413793103448,0.637931034482759,0.482758620689655,0.620689655172414
"Brigham City Library",2022," 19,998",2.91309130913091,6.82108210821082,2.80673067306731,2.31820808266204,877.015625,0.346334633463346,2.4047404740474,0.354785478547855,34.2361736173617,15.3489924544059,0.000474047404740474,0.0215521552155216,58256,136408,56129,2.32,877.02,6926,48090,7095,684655,15.35,9.48,431,"58,256","136,408","56,129","2.32","877.02","6,926","48,090","7,095","$684,655","15.35%","9.48","431","2.91","6.82","2.81","2.32","877.02","0.35","2.4","0.35","$34.24","15.35%","0.000474","0.0216",0.368421052631579,0.517241379310345,0.551724137931034,0.568965517241379,0.603448275862069,0.637931034482759,0.717391304347826,0.431034482758621,0.620689655172414,0.655172413793103,0.482758620689655,0.620689655172414
"Brigham City Library",2023," 19,963",3.15328357461303,7.27435756148875,3.19976957371137,2.48312301220888,1013.92063492063,0.301507789410409,1.42543705855833,0.526674347542955,38.5470119721485,18.2684663345901,0.000474878525271753,0.0242949456494515,62949,145218,63877,2.48,1013.92,6019,28456,10514,769514,18.27,9.48,485,"62,949","145,218","63,877","2.48","1,013.92","6,019","28,456","10,514","$769,514","18.27%","9.48","485","3.15","7.27","3.2","2.48","1,013.92","0.3","1.43","0.53","$38.55","18.27%","0.000475","0.0243",0.344827586206897,0.517241379310345,0.551724137931034,0.603448275862069,0.586206896551724,0.53448275862069,0.645833333333333,0.5,0.706896551724138,0.862068965517241,0.448275862068966,0.568965517241379
"Brigham City Library",2024," 19,970",3.62914371557336,7.16064096144216,3.71226840260391,2.41029530744337,Inf,0.296745117676515,1.0563845768653,0.375813720580871,42.6617426139209,12.4130891007801,0.000474712068102153,0.0204306459689534,72474,142998,74134,2.41,Inf,5926,21096,7505,851955,12.41,9.48,408,"72,474","142,998","74,134","2.41","Inf","5,926","21,096","7,505","$851,955","12.41%","9.48","408","3.63","7.16","3.71","2.41","Inf","0.3","1.06","0.38","$42.66","12.41%","0.000475","0.0204",0.431034482758621,0.53448275862069,0.53448275862069,0.603448275862069,0.0714285714285714,0.508771929824561,0.591836734693878,0.224137931034483,0.741379310344828,0.689655172413793,0.431034482758621,0.448275862068966
"Brigham City Library",2025," 20,319",3.71312564594714,7.28298636743934,4.09439440917368,2.59888305438963,Inf,0.261823908656922,0.861755007628328,0.529455189723904,53.0512328362616,9.71010080200401,0.000466558393621733,0.0237216398444805,75447,147983,83194,2.6,Inf,5320,17510,10758,1077948,9.71,9.48,482,"75,447","147,983","83,194","2.6","Inf","5,320","17,510","10,758","$1,077,948","9.71%","9.48","482","3.71","7.28","4.09","2.6","Inf","0.26","0.86","0.53","$53.05","9.71%","0.000467","0.0237",0.448275862068966,0.559322033898305,0.610169491525424,0.627118644067797,0,0.508474576271186,0.58,0.423728813559322,0.830508474576271,0.457627118644068,0.457627118644068,0.457627118644068
"Cedar City Public Library",2016," 30,184",6.83938510469123,9.23144712430427,0.672574874105486,3.03165018332953,375.944444444444,1.588954412934,NA,0.243605883912006,18.0246819507024,15.5980712789773,0.000336270871985158,0.00858070500927644,206440,278642,20301,3.03,375.94,47961,NA,7353,544057,15.6,10.15,259,"206,440","278,642","20,301","3.03","375.94","47,961","NA","7,353","$544,057","15.6%","10.15","259","6.84","9.23","0.67","3.03","375.94","1.59","NA","0.24","$18.02","15.6%","0.000336","0.0086",0.672727272727273,0.464285714285714,0.482142857142857,0.553571428571429,0.696428571428571,0.814814814814815,NA,0.0535714285714286,0.178571428571429,0.75,0.232142857142857,0.0714285714285714
"Cedar City Public Library",2017," 31,223",6.98712487589277,8.37110463440412,0.990872113506069,2.77058025398037,552.464285714286,1.16997085481856,NA,0.304390993818659,18.8088588540499,12.1312255959656,0.000331486404253275,0.00787880728949813,218159,261371,30938,2.77,552.46,36530,NA,9504,587269,12.13,10.35,246,"218,159","261,371","30,938","2.77","552.46","36,530","NA","9,504","$587,269","12.13%","10.35","246","6.99","8.37","0.99","2.77","552.46","1.17","NA","0.3","$18.81","12.13%","0.000331","0.0079",0.714285714285714,0.46551724137931,0.603448275862069,0.551724137931034,0.724137931034483,0.75,NA,0.120689655172414,0.258620689655172,0.431034482758621,0.172413793103448,0.0862068965517241
"Cedar City Public Library",2018," 31,806",6.58602150537634,6.75454316795573,1.26029679934604,2.2326318524292,715.803571428571,1.13598063258505,NA,0.440640130792932,18.8937307426272,13.9440377218017,0.000295541721687732,0.00883481104194177,209475,214835,40085,2.23,715.8,36131,NA,14015,600934,13.94,9.4,281,"209,475","214,835","40,085","2.23","715.8","36,131","NA","14,015","$600,934","13.94%","9.4","281","6.59","6.75","1.26","2.23","715.8","1.14","NA","0.44","$18.89","13.94%","0.000296","0.0088",0.745454545454545,0.327586206896552,0.603448275862069,0.482758620689655,0.724137931034483,0.684210526315789,NA,0.280701754385965,0.275862068965517,0.649122807017544,0.120689655172414,0.105263157894737
"Cedar City Public Library",2019," 33,055",6.50491604900923,6.21107245499924,1.93934351837846,2.11284230891933,1124.64912280702,0.954016033882922,NA,0.277234911511118,17.9185599757979,16.2717390220639,0.000276811374981092,0.00952957192557858,215020,205307,64105,2.11,1124.65,31535,NA,9164,592298,16.27,9.15,315,"215,020","205,307","64,105","2.11","1,124.65","31,535","NA","9,164","$592,298","16.27%","9.15","315","6.5","6.21","1.94","2.11","1,124.65","0.95","NA","0.28","$17.92","16.27%","0.000277","0.0095",0.773584905660377,0.245614035087719,0.637931034482759,0.473684210526316,0.758620689655172,0.649122807017544,NA,0.0862068965517241,0.228070175438596,0.754385964912281,0.103448275862069,0.103448275862069
"Cedar City Public Library",2020," 34,764",4.8583016914049,5.08813715337706,2.43263145782994,1.62592150013788,1537.6,0.656512484179036,NA,0.239097917385801,17.4836900241629,13.6903595155054,0.000302036589575423,0.0060982625704752,168894,176884,84568,1.63,1537.6,22823,NA,8312,607803,13.69,10.5,212,"168,894","176,884","84,568","1.63","1,537.6","22,823","NA","8,312","$607,803","13.69%","10.5","212","4.86","5.09","2.43","1.63","1,537.6","0.66","NA","0.24","$17.48","13.69%","0.000302","0.0061",0.875,0.327586206896552,0.672413793103448,0.551724137931034,0.827586206896552,0.741379310344828,NA,0.258620689655172,0.189655172413793,0.689655172413793,0.155172413793103,0.137931034482759
"Cedar City Public Library",2021," 35,235",5.96889456506315,5.68466013906627,2.86817085284518,2.16406106507341,1804.64285714286,0.533929331630481,NA,0.0810557684120903,18.0097062579821,13.3794250533737,0.000307932453526323,0.00445579679296154,210314,200299,101060,2.16,1804.64,18813,NA,2856,634572,13.38,10.85,157,"210,314","200,299","101,060","2.16","1,804.64","18,813","NA","2,856","$634,572","13.38%","10.85","157","5.97","5.68","2.87","2.16","1,804.64","0.53","NA","0.08","$18.01","13.38%","0.000308","0.0045",0.929824561403509,0.448275862068966,0.706896551724138,0.724137931034483,0.793103448275862,0.879310344827586,NA,0.241379310344828,0.189655172413793,0.568965517241379,0.189655172413793,0.396551724137931
"Cedar City Public Library",2022," 37,206",6.689700585927,6.37114981454604,2.91186905337849,2.48074387257467,1934.625,0.493710691823899,NA,0.217760576251142,18.8471214320271,11.8110116328644,0.000291619631242273,0.00513358060527872,248897,237045,108339,2.48,1934.62,18369,NA,8102,701226,11.81,10.85,191,"248,897","237,045","108,339","2.48","1,934.62","18,369","NA","8,102","$701,226","11.81%","10.85","191","6.69","6.37","2.91","2.48","1,934.62","0.49","NA","0.22","$18.85","11.81%","0.000292","0.0051",0.87719298245614,0.431034482758621,0.603448275862069,0.603448275862069,0.793103448275862,0.758620689655172,NA,0.172413793103448,0.172413793103448,0.448275862068966,0.155172413793103,0.137931034482759
"Cedar City Public Library",2023," 38,692",6.04212757159103,5.49284089734312,3.38165512250594,2.25751250756827,2295.49122807018,0.48444122816086,NA,0.22790240876667,20.0444019435542,12.0651401082139,0.000284296495399566,0.00723663806471622,233782,212529,130843,2.26,2295.49,18744,NA,8818,775558,12.07,11,280,"233,782","212,529","130,843","2.26","2,295.49","18,744","NA","8,818","$775,558","12.07%","11","280","6.04","5.49","3.38","2.26","2,295.49","0.48","NA","0.23","$20.04","12.07%","0.000284","0.0072",0.810344827586207,0.344827586206897,0.603448275862069,0.551724137931034,0.775862068965517,0.706896551724138,NA,0.0714285714285714,0.155172413793103,0.53448275862069,0.155172413793103,0.0862068965517241
